File_Path,Method_Name,start_line,end_line,is_Long_Method,CC,lloc,scloc,comments,calculated_length,volume,difficulty,effort,time,bugs
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_indexerrors.py,test_arraytypes_fasttake,10,16,0,2,7,6,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_umath.py,test_sincos_underflow,1503,1510,0,3,5,8,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/polynomial/polynomial.py,polyint,545,661,1,12,39,37,1,71,385.264797583849,8.078125,3112.21719298203,172.90095516566834,0.12842159919461632
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/_termui_impl.py,__next__,126,132,0,4,2,2,5,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/forms/boundfield.py,legend_tag,207,217,0,4,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/models/fields/related.py,get_extra_restriction,803,815,0,3,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/lib/tests/test_function_base.py,test_return_type,2564,2586,0,2,12,12,5,18,18.0,6.0,108.0,6.0,0.006
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/lib/tests/test_function_base.py,test_signature_invalid_inputs,1713,1726,0,2,11,13,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/cli.py,find_app_by_string,112,185,1,13,39,54,8,4,6.339850002884625,0.5,3.1699250014423126,0.17610694452457293,0.002113283334294875
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_regression.py,test_blasdot_uninitialized_memory,1289,1309,0,2,17,17,3,6,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725
/home/karthikpk/project-workspace/workspace/target-repos/django/django/template/defaulttags.py,__init__,162,171,0,6,8,10,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/utils.py,echo,219,319,1,16,41,45,11,33,140.1816079436383,4.846153846153846,679.3416384960933,37.74120213867185,0.04672720264787944
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/core.py,get_help,904,905,0,3,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_ufunc.py,test_signature_failure_extra_parenthesis,414,416,0,2,3,3,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/einsumfunc.py,_parse_einsum_input,523,693,1,46,117,118,9,174,1090.420858080913,12.777777777777779,13933.155408811666,774.0641893784259,0.3634736193603043
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/lib/recfunctions.py,_structured_to_unstructured_dispatcher,933,935,0,1,2,3,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/distutils/npy_pkg_config.py,__init__,17,18,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/core/management/base.py,style_func,154,158,0,3,6,5,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_multiarray.py,test_stringlike_empty_list,593,606,0,2,12,10,1,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_dlpack.py,test_ndim0,115,118,0,2,4,4,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_multiarray.py,test_no_suboffsets,8269,8287,0,2,15,16,1,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/distutils/fcompiler/nag.py,get_flags_arch,21,22,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/backends/base/creation.py,get_objects,121,138,0,3,9,17,0,16,62.5102495297363,2.0,125.0204990594726,6.945583281081811,0.020836749843245433
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/ma/tests/test_core.py,test_numpyarithmetic,1909,1923,0,2,11,12,1,4,4.0,1.0,4.0,0.2222222222222222,0.0013333333333333333
/home/karthikpk/project-workspace/workspace/target-repos/django/django/contrib/admin/options.py,__repr__,660,664,0,4,2,5,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/f2py/crackfortran.py,crackline,700,856,1,45,127,147,4,210,1303.9852067820798,12.96774193548387,16909.743649238582,939.4302027354768,0.4346617355940266
/home/karthikpk/project-workspace/workspace/target-repos/django/django/contrib/sitemaps/__init__.py,__init__,240,245,0,3,6,6,0,9,18.0,1.0,18.0,1.0,0.006
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/ma/core.py,array,6660,6673,0,1,3,7,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/models/fields/related.py,get_forward_related_filter,389,400,0,4,4,5,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_shape_base.py,test_subarray_error,418,420,0,2,3,3,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/migrations/state.py,resolve_model_field_relations,460,486,0,4,11,25,0,7,18.094737505048094,1.0,18.094737505048094,1.0052631947248942,0.006031579168349364
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_multiarray.py,test_assign_mask,4415,4419,0,2,5,5,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/forms/fields.py,to_python,954,961,0,6,6,8,0,4,6.339850002884625,0.5,3.1699250014423126,0.17610694452457293,0.002113283334294875
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/tests/test_reloading.py,test_full_reimport,48,72,0,2,6,16,3,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/auth.py,__init__,110,114,0,5,4,4,1,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/f2py/capi_maps.py,sign2map,483,586,1,30,80,94,2,68,381.8002693998342,3.75,1431.7510102493782,79.54172279163213,0.1272667564666114
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/core.py,collect_usage_pieces,1272,1281,0,4,6,5,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/core.py,get_error_hint,3038,3039,0,4,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_basic.py,test_response_types,1087,1178,1,27,70,74,0,78,386.4273122101763,1.793103448275862,692.9041460320402,38.49467477955779,0.12880910407005877
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/config.py,from_object,198,234,0,5,7,6,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/contrib/sessions/backends/db.py,create_model_instance,61,71,0,3,3,6,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/polynomial/tests/test_hermite.py,test_hermpow,102,109,0,4,8,8,0,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/models/expressions.py,set_source_expressions,1618,1619,0,4,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_array_coercion.py,__getattr__,741,744,0,3,4,4,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/numpy/benchmarks/benchmarks/bench_ma.py,time_ma_creations,25,26,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/f2py/crackfortran.py,character_backward_compatibility_hook,3631,3688,1,13,32,35,6,57,285.0,4.153846153846154,1183.846153846154,65.76923076923077,0.095
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_templating.py,test_add_template_filter_with_name,153,160,0,4,8,7,0,11,36.541209043760986,1.5,54.81181356564148,3.0451007536467487,0.012180403014586996
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/tests/test_warnings.py,__init__,25,27,0,7,3,3,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/random/tests/test_random.py,test_randint,1721,1736,0,3,12,13,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/array_api/tests/test_manipulation_functions.py,test_concat_errors,14,17,0,1,5,4,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/contrib/gis/feeds.py,add_root_elements,131,133,0,2,3,3,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/models/lookups.py,process_rhs,682,692,0,4,8,10,0,2,2.0,0.5,1.0,0.05555555555555555,0.0006666666666666666
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/tests/test_warnings.py,visit_Call,29,55,0,7,16,21,2,44,215.90318620677482,2.8,604.5289213789695,33.58494007660941,0.07196772873559161
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/backends/oracle/schema.py,prepare_default,200,201,0,4,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/distutils/fcompiler/gnu.py,is_win64,22,23,0,2,2,2,0,9,27.0,1.0,27.0,1.5,0.009
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_indexing.py,test_reduce_axis_float_index,1277,1282,0,2,6,6,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_utils.py,test_prompts,113,150,1,13,31,31,0,30,99.65784284662088,2.25,224.23014640489697,12.45723035582761,0.03321928094887363
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/distutils/fcompiler/arm.py,get_flags_opt,56,57,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/ma/tests/test_core.py,test_view_to_type,5168,5173,0,2,6,6,0,2,2.0,0.5,1.0,0.05555555555555555,0.0006666666666666666
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_ufunc.py,test__get_strided_loop_errors_bad_call_info,2976,2989,0,2,10,10,1,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/contrib/gis/db/backends/base/operations.py,spatial_aggregate_name,149,152,0,2,2,4,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/test/runner.py,get_resultclass,960,964,0,4,5,5,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_umath.py,test_strided_array,2318,2329,0,2,16,12,0,24,67.3765181293825,1.0,67.3765181293825,3.743139896076806,0.022458839376460836
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/distutils/cpuinfo.py,_is_i586,570,571,0,3,2,2,0,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_dtype.py,test_union_packed,1717,1738,0,2,9,22,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/views/debug.py,text_template_path,300,301,0,5,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/test/testcases.py,tearDownClass,1475,1480,0,4,6,6,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/f2py/f90mod_rules.py,buildhooks,82,264,1,32,151,174,0,175,1189.0227766112687,4.427184466019417,5264.023166356685,292.44573146426023,0.39634092553708955
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/models/base.py,_get_next_or_previous_in_order,1173,1194,0,9,11,22,0,8,22.458839376460833,1.0,22.458839376460833,1.2477132986922685,0.007486279792153611
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/types.py,convert_type,999,1056,1,17,35,36,6,27,105.48604608143,3.272727272727273,345.22705990286187,19.179281105714548,0.03516201536047667
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/models/fields/related.py,convert_empty_strings,1173,1176,0,3,4,4,0,5,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/models/fields/json.py,_as_sql_parts,219,241,0,3,19,21,2,8,20.67970000576925,1.25,25.84962500721156,1.43609027817842,0.006893233335256416
/home/karthikpk/project-workspace/workspace/target-repos/numpy/tools/swig/test/testArray.py,testView,358,364,0,2,8,6,0,27,110.36149671375918,1.2,132.433796056511,7.357433114250611,0.03678716557125306
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_nditer.py,test_iter_element_deletion,2926,2934,0,3,10,9,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_multiarray.py,test_error_too_many_dims,8181,8202,0,2,14,16,3,11,36.541209043760986,1.5,54.81181356564148,3.0451007536467487,0.012180403014586996
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/models/expressions.py,__str__,1366,1367,0,3,2,2,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/ma/tests/test_deprecations.py,test_function_ndarray,31,32,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_regression.py,test_arange_inf_step,212,227,0,2,13,13,0,16,32.0,1.3333333333333333,42.666666666666664,2.3703703703703702,0.010666666666666666
/home/karthikpk/project-workspace/workspace/target-repos/django/django/contrib/postgres/fields/array.py,get_placeholder,123,124,0,3,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/contrib/gis/gdal/raster/band.py,__len__,266,267,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/models/fields/json.py,preprocess_lhs,375,385,0,3,10,10,1,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/django/django/forms/fields.py,validate,1019,1023,0,3,5,5,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/numeric.py,_convolve_dispatcher,734,735,0,1,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/backends/mysql/operations.py,sql_flush,203,232,0,4,10,25,4,8,22.458839376460833,1.0,22.458839376460833,1.2477132986922685,0.007486279792153611
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/ma/core.py,__rtruediv__,4277,4282,0,5,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_ufunc.py,test_reducelike_out_promotes,2449,2470,0,2,12,11,9,18,70.32403072095333,2.1818181818181817,153.43424884571635,8.52412493587313,0.02344134357365111
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_regression.py,test_take_object_fail,739,750,0,2,11,11,1,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/django/django/contrib/auth/backends.py,user_can_authenticate,168,169,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/lib/tests/test_nanfunctions.py,get_signature,60,69,0,3,10,9,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/django/django/templatetags/static.py,__repr__,12,13,0,3,2,2,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/django/django/utils/safestring.py,wrapper,52,53,0,1,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/numpy/numpy/core/tests/test_multiarray.py,make_obj,3777,3799,0,2,18,21,2,6,12.0,0.6666666666666666,8.0,0.4444444444444444,0.004
/home/karthikpk/project-workspace/workspace/target-repos/django/django/core/management/__init__.py,autocomplete,278,351,1,11,35,35,14,33,153.24725426256592,4.277777777777778,655.5576987898653,36.41987215499252,0.05108241808752197
/home/karthikpk/project-workspace/workspace/target-repos/django/django/db/utils.py,routers,205,215,0,3,11,11,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/django/django/contrib/sessions/management/commands/clearsessions.py,handle,13,21,0,3,6,9,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/numpy/tools/swig/test/testFlat.py,__init__,95,98,0,2,4,4,0,0,0,0,0,0.0,0.0
